festival_year,university_id,student_count,menu_category,price,observation_timestamp,target_window_end,festival_day,hour,minute_of_day,second_of_minute,minutes_to_close,seconds_to_close,minutes_to_festival_end,recent_sales_30m,previous_sales_30m,precipitation_probability,temperature,event_ending_soon,discount_rate,future_sales_30m,data_class
2023,zero-univ,15000,food,6000,2023-05-22T16:52:52,2023-05-22T17:22:52,1,16,1012,52,307,18428,3187,16,17,45,24.0,0,10,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:53:53,2023-05-22T17:23:53,1,16,1013,53,306,18367,3186,9,16,70,27.0,0,0,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:54:54,2023-05-22T17:24:54,1,16,1014,54,305,18306,3185,8,9,85,19.0,0,20,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:55:55,2023-05-22T17:25:55,1,16,1015,55,304,18245,3184,17,8,15,22.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:56:56,2023-05-22T17:26:56,1,16,1016,56,303,18184,3183,12,17,45,25.0,0,0,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:57:57,2023-05-22T17:27:57,1,16,1017,57,302,18123,3182,25,12,25,18.0,0,0,16,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:58:58,2023-05-22T17:28:58,1,16,1018,58,301,18062,3181,13,25,45,25.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T16:59:59,2023-05-22T17:29:59,1,16,1019,59,300,18001,3180,21,13,15,25.0,0,0,21,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:00:00,2023-05-22T17:30:00,1,17,1020,0,300,18000,3180,18,21,45,25.0,0,0,19,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:01:01,2023-05-22T17:31:01,1,17,1021,1,298,17939,3178,16,18,45,27.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:02:02,2023-05-22T17:32:02,1,17,1022,2,297,17878,3177,13,16,5,25.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:03:03,2023-05-22T17:33:03,1,17,1023,3,296,17817,3176,12,13,70,23.0,0,20,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:04:04,2023-05-22T17:34:04,1,17,1024,4,295,17756,3175,16,12,5,26.0,0,10,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:05:05,2023-05-22T17:35:05,1,17,1025,5,294,17695,3174,15,16,70,17.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:06:06,2023-05-22T17:36:06,1,17,1026,6,293,17634,3173,10,15,45,19.0,0,0,14,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:07:07,2023-05-22T17:37:07,1,17,1027,7,292,17573,3172,7,10,45,27.0,0,0,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:08:08,2023-05-22T17:38:08,1,17,1028,8,291,17512,3171,14,7,15,26.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:09:09,2023-05-22T17:39:09,1,17,1029,9,290,17451,3170,20,14,5,17.0,0,10,19,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:10:10,2023-05-22T17:40:10,1,17,1030,10,289,17390,3169,16,20,70,22.0,0,10,16,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:11:11,2023-05-22T17:41:11,1,17,1031,11,288,17329,3168,10,16,15,17.0,0,0,11,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:12:12,2023-05-22T17:42:12,1,17,1032,12,287,17268,3167,11,10,85,20.0,0,0,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:13:13,2023-05-22T17:43:13,1,17,1033,13,286,17207,3166,10,11,25,27.0,0,10,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:14:14,2023-05-22T17:44:14,1,17,1034,14,285,17146,3165,11,10,70,17.0,0,10,11,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:15:15,2023-05-22T17:45:15,1,17,1035,15,284,17085,3164,18,11,15,28.0,0,10,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:16:16,2023-05-22T17:46:16,1,17,1036,16,283,17024,3163,18,18,70,25.0,0,0,8,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:17:17,2023-05-22T17:47:17,1,17,1037,17,282,16963,3162,19,18,5,28.0,0,20,24,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:18:18,2023-05-22T17:48:18,1,17,1038,18,281,16902,3161,14,19,85,26.0,0,10,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:19:19,2023-05-22T17:49:19,1,17,1039,19,280,16841,3160,8,14,70,27.0,0,0,4,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:20:20,2023-05-22T17:50:20,1,17,1040,20,279,16780,3159,13,8,15,24.0,0,0,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:21:21,2023-05-22T17:51:21,1,17,1041,21,278,16719,3158,22,13,25,20.0,0,10,22,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:22:22,2023-05-22T17:52:22,1,17,1042,22,277,16658,3157,8,22,85,25.0,0,0,10,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:23:23,2023-05-22T17:53:23,1,17,1043,23,276,16597,3156,13,8,85,21.0,0,0,7,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:24:24,2023-05-22T17:54:24,1,17,1044,24,275,16536,3155,10,13,85,18.0,0,10,8,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:25:25,2023-05-22T17:55:25,1,17,1045,25,274,16475,3154,13,10,70,28.0,0,10,10,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:26:26,2023-05-22T17:56:26,1,17,1046,26,273,16414,3153,13,13,70,27.0,0,0,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:27:27,2023-05-22T17:57:27,1,17,1047,27,272,16353,3152,15,13,5,18.0,0,10,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:28:28,2023-05-22T17:58:28,1,17,1048,28,271,16292,3151,18,15,5,22.0,0,0,18,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:29:29,2023-05-22T17:59:29,1,17,1049,29,270,16231,3150,15,18,5,18.0,0,10,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:30:30,2023-05-22T18:00:30,1,17,1050,30,269,16170,3149,10,15,5,20.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:31:31,2023-05-22T18:01:31,1,17,1051,31,268,16109,3148,15,10,5,17.0,0,0,14,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:32:32,2023-05-22T18:02:32,1,17,1052,32,267,16048,3147,12,15,85,20.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:33:33,2023-05-22T18:03:33,1,17,1053,33,266,15987,3146,15,12,5,24.0,0,0,16,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:34:34,2023-05-22T18:04:34,1,17,1054,34,265,15926,3145,16,15,5,28.0,0,0,19,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:35:35,2023-05-22T18:05:35,1,17,1055,35,264,15865,3144,16,16,25,18.0,0,0,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:36:36,2023-05-22T18:06:36,1,17,1056,36,263,15804,3143,13,16,25,20.0,0,20,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:37:37,2023-05-22T18:07:37,1,17,1057,37,262,15743,3142,15,13,45,20.0,0,0,14,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:38:38,2023-05-22T18:08:38,1,17,1058,38,261,15682,3141,10,15,25,22.0,0,20,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:39:39,2023-05-22T18:09:39,1,17,1059,39,260,15621,3140,17,10,70,17.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:40:40,2023-05-22T18:10:40,1,17,1060,40,259,15560,3139,19,17,5,22.0,0,0,16,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:41:41,2023-05-22T18:11:41,1,17,1061,41,258,15499,3138,11,19,70,25.0,0,0,14,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:42:42,2023-05-22T18:12:42,1,17,1062,42,257,15438,3137,16,11,15,22.0,0,20,19,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:43:43,2023-05-22T18:13:43,1,17,1063,43,256,15377,3136,18,16,5,27.0,0,10,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:44:44,2023-05-22T18:14:44,1,17,1064,44,255,15316,3135,23,18,25,19.0,0,20,29,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:45:45,2023-05-22T18:15:45,1,17,1065,45,254,15255,3134,10,23,5,20.0,0,0,10,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:46:46,2023-05-22T18:16:46,1,17,1066,46,253,15194,3133,12,10,5,25.0,0,0,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:47:47,2023-05-22T18:17:47,1,17,1067,47,252,15133,3132,16,12,15,23.0,0,0,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:48:48,2023-05-22T18:18:48,1,17,1068,48,251,15072,3131,16,16,25,20.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:49:49,2023-05-22T18:19:49,1,17,1069,49,250,15011,3130,14,16,25,25.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:50:50,2023-05-22T18:20:50,1,17,1070,50,249,14950,3129,16,14,5,24.0,0,0,16,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:51:51,2023-05-22T18:21:51,1,17,1071,51,248,14889,3128,7,16,45,18.0,0,10,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:52:52,2023-05-22T18:22:52,1,17,1072,52,247,14828,3127,15,7,25,25.0,0,0,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:53:53,2023-05-22T18:23:53,1,17,1073,53,246,14767,3126,15,15,45,17.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:54:54,2023-05-22T18:24:54,1,17,1074,54,245,14706,3125,11,15,70,17.0,0,10,10,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:55:55,2023-05-22T18:25:55,1,17,1075,55,244,14645,3124,12,11,85,27.0,0,20,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:56:56,2023-05-22T18:26:56,1,17,1076,56,243,14584,3123,14,12,15,18.0,0,20,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:57:57,2023-05-22T18:27:57,1,17,1077,57,242,14523,3122,8,14,85,27.0,0,10,8,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:58:58,2023-05-22T18:28:58,1,17,1078,58,241,14462,3121,20,8,15,28.0,0,0,19,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T17:59:59,2023-05-22T18:29:59,1,17,1079,59,240,14401,3120,17,20,45,24.0,0,0,20,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:00:00,2023-05-22T18:30:00,1,18,1080,0,240,14400,3120,12,17,70,27.0,0,10,8,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:01:01,2023-05-22T18:31:01,1,18,1081,1,238,14339,3118,14,12,85,21.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:02:02,2023-05-22T18:32:02,1,18,1082,2,237,14278,3117,17,14,70,26.0,0,10,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:03:03,2023-05-22T18:33:03,1,18,1083,3,236,14217,3116,10,17,70,22.0,0,0,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:04:04,2023-05-22T18:34:04,1,18,1084,4,235,14156,3115,16,10,45,27.0,0,10,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:05:05,2023-05-22T18:35:05,1,18,1085,5,234,14095,3114,13,16,85,28.0,0,0,11,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:06:06,2023-05-22T18:36:06,1,18,1086,6,233,14034,3113,11,13,45,27.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:07:07,2023-05-22T18:37:07,1,18,1087,7,232,13973,3112,11,11,70,22.0,0,0,10,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:08:08,2023-05-22T18:38:08,1,18,1088,8,231,13912,3111,17,11,25,23.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:09:09,2023-05-22T18:39:09,1,18,1089,9,230,13851,3110,8,17,70,21.0,0,10,9,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:10:10,2023-05-22T18:40:10,1,18,1090,10,229,13790,3109,22,8,25,23.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:11:11,2023-05-22T18:41:11,1,18,1091,11,228,13729,3108,16,22,45,20.0,0,0,17,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:12:12,2023-05-22T18:42:12,1,18,1092,12,227,13668,3107,11,16,70,17.0,0,20,16,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:13:13,2023-05-22T18:43:13,1,18,1093,13,226,13607,3106,17,11,25,18.0,0,10,18,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:14:14,2023-05-22T18:44:14,1,18,1094,14,225,13546,3105,26,17,5,28.0,0,0,24,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:15:15,2023-05-22T18:45:15,1,18,1095,15,224,13485,3104,8,26,25,24.0,0,0,10,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:16:16,2023-05-22T18:46:16,1,18,1096,16,223,13424,3103,16,8,70,24.0,0,20,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:17:17,2023-05-22T18:47:17,1,18,1097,17,222,13363,3102,12,16,85,20.0,0,0,11,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:18:18,2023-05-22T18:48:18,1,18,1098,18,221,13302,3101,18,12,45,19.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:19:19,2023-05-22T18:49:19,1,18,1099,19,220,13241,3100,20,18,15,23.0,0,0,18,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:20:20,2023-05-22T18:50:20,1,18,1100,20,219,13180,3099,12,20,25,26.0,0,0,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:21:21,2023-05-22T18:51:21,1,18,1101,21,218,13119,3098,19,12,15,28.0,0,10,18,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:22:22,2023-05-22T18:52:22,1,18,1102,22,217,13058,3097,15,19,25,23.0,0,0,13,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:23:23,2023-05-22T18:53:23,1,18,1103,23,216,12997,3096,15,15,70,23.0,0,0,12,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:24:24,2023-05-22T18:54:24,1,18,1104,24,215,12936,3095,13,15,45,25.0,0,0,15,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:25:25,2023-05-22T18:55:25,1,18,1105,25,214,12875,3094,20,13,70,25.0,0,0,14,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:26:26,2023-05-22T18:56:26,1,18,1106,26,213,12814,3093,20,20,25,19.0,0,20,25,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:27:27,2023-05-22T18:57:27,1,18,1107,27,212,12753,3092,22,20,25,22.0,0,0,22,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:28:28,2023-05-22T18:58:28,1,18,1108,28,211,12692,3091,21,22,5,20.0,0,20,25,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:29:29,2023-05-22T18:59:29,1,18,1109,29,210,12631,3090,17,21,25,23.0,0,0,19,SYNTHETIC_HISTORY
2023,zero-univ,15000,food,6000,2023-05-22T18:30:30,2023-05-22T19:00:30,1,18,1110,30,209,12570,3089,24,17,15,22.0,0,0,20,SYNTHETIC_HISTORY
