festival_id,festival_day,booth_id,menu_id,booth_zone,snapshot_timestamp,hour,minute_of_day,second_of_minute,minutes_to_close,is_weekend,day_of_week,menu_category,price_krw,initial_stock,current_stock,recent_sales_5m,recent_sales_30m,previous_sales_30m,recent_tickets_30m,discount_rate,discount_elapsed_minutes,discount_arm,assigned_discount_rate,temperature_c,rain_mm,crowd_index,performance_phase,event_ending_soon,next_30m_sales_qty,next_30m_latent_qty,censored_window_flag,minutes_to_stockout,expected_leftover_qty,stockout_flag,final_leftover_qty,bakery_calibration_source,data_class,booth_ticket_count_30m,booth_unique_menu_count_1m
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T16:00:00,16,960,0,359,0,3,food,6000,124,124,0,0,0,0,0,0,1,10,21.7,0.56,0.238,normal,0,2,2,0,1860,104,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T16:30:00,16,990,0,329,0,3,food,6000,124,122,2,2,0,1,0,0,1,10,21.1,0.66,0.205,normal,0,8,8,0,458,50,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,10,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T17:00:00,17,1020,0,299,0,3,food,6000,124,114,3,8,2,3,0,0,1,10,20.2,0.45,0.4,pre_stage,0,21,21,0,163,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T17:30:00,17,1050,0,269,0,3,food,6000,124,93,3,21,8,11,0,0,1,10,21.4,0.47,0.442,pre_stage,0,11,11,0,254,12,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,42,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T18:00:00,18,1080,0,239,0,3,food,6000,124,82,0,11,21,4,10,0,1,10,21.9,0.79,0.623,main_stage,0,23,23,0,107,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,32,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T18:30:00,18,1110,0,209,0,3,food,6000,124,59,6,23,11,8,10,30,1,10,20.3,0.52,0.544,main_stage,0,22,22,0,81,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T19:00:00,19,1140,0,179,0,3,food,6000,124,37,3,22,23,10,10,60,1,10,19.6,0.51,0.499,main_stage,1,14,14,0,80,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,33,2
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T19:30:00,19,1170,0,149,0,3,food,6000,124,23,2,14,22,6,0,0,1,10,19.8,0.56,0.524,main_stage,1,12,12,0,58,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T20:00:00,20,1200,0,119,0,3,food,6000,124,11,5,12,14,5,0,0,1,10,20.2,0.47,0.298,after_stage,0,9,9,0,37,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,30,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T20:30:00,20,1230,0,89,0,3,food,6000,124,2,2,9,12,5,10,0,1,10,19.2,0.43,0.381,after_stage,0,2,16,1,30,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,0
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T21:00:00,21,1260,0,59,0,3,food,6000,124,0,0,2,9,1,0,0,1,10,18.0,0.63,0.209,normal,0,0,4,1,0,0,1,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,8,1
zerofest-synthetic-2026,2,B01,B01-M01,A,2026-05-21T21:30:00,21,1290,0,29,0,3,food,6000,124,0,0,0,2,0,10,0,1,10,18.6,0.36,0.247,normal,0,0,16,1,0,0,1,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,10,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T16:00:00,16,960,0,359,0,4,food,6000,124,122,2,2,0,1,0,0,0,0,19.7,0.01,0.208,normal,0,10,10,0,366,24,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,2,2
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T16:30:00,16,990,0,329,0,4,food,6000,124,112,0,10,2,3,0,0,0,0,20.0,0.01,0.279,normal,0,0,0,0,11200,112,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,9,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T17:00:00,17,1020,0,299,0,4,food,6000,124,112,0,0,10,0,0,0,0,0,20.0,0.09,0.42,pre_stage,0,8,8,0,420,46,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,5,1
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T17:30:00,17,1050,0,269,0,4,food,6000,124,104,7,8,0,3,0,0,0,0,19.8,0.0,0.401,pre_stage,0,17,17,0,184,0,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T18:00:00,18,1080,0,239,0,4,food,6000,124,87,3,17,8,8,0,0,0,0,18.9,0.01,0.649,main_stage,0,2,2,0,1305,74,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T18:30:00,18,1110,0,209,0,4,food,6000,124,85,0,2,17,1,0,0,0,0,18.8,0.0,0.593,main_stage,0,26,26,0,99,0,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T19:00:00,19,1140,0,179,0,4,food,6000,124,59,1,26,2,10,0,0,0,0,17.9,0.0,0.674,main_stage,1,4,4,0,443,39,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T19:30:00,19,1170,0,149,0,4,food,6000,124,55,1,4,26,2,0,0,0,0,17.6,0.04,0.604,main_stage,1,5,5,0,330,35,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T20:00:00,20,1200,0,119,0,4,food,6000,124,50,0,5,4,1,0,0,0,0,18.8,0.0,0.35,after_stage,0,3,3,0,500,40,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T20:30:00,20,1230,0,89,0,4,food,6000,124,47,0,3,5,1,0,0,0,0,17.4,0.0,0.402,after_stage,0,8,8,0,177,27,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,1
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T21:00:00,21,1260,0,59,0,4,food,6000,124,39,3,8,3,3,0,0,0,0,17.6,0.0,0.268,normal,0,2,2,0,585,36,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,1
zerofest-synthetic-2026,3,B01,B01-M01,A,2026-05-22T21:30:00,21,1290,0,29,0,4,food,6000,124,37,0,2,8,1,0,0,0,0,17.3,0.05,0.198,normal,0,5,5,0,222,33,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T16:00:00,16,960,0,359,0,2,drink,3500,212,212,0,0,0,0,0,0,1,30,23.2,0.02,0.266,normal,0,2,2,0,3180,192,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,0,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T16:30:00,16,990,0,329,0,2,drink,3500,212,210,0,2,0,2,0,0,1,30,24.1,0.0,0.218,normal,0,6,6,0,1050,156,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T17:00:00,17,1020,0,299,0,2,drink,3500,212,204,0,6,2,2,0,0,1,30,21.6,0.01,0.466,pre_stage,0,7,7,0,875,147,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,2
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T17:30:00,17,1050,0,269,0,2,drink,3500,212,197,0,7,6,4,0,0,1,30,23.4,0.0,0.448,pre_stage,0,26,26,0,228,5,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T18:00:00,18,1080,0,239,0,2,drink,3500,212,171,7,26,7,11,30,0,1,30,22.2,0.0,0.584,main_stage,0,27,27,0,190,0,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,22,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T18:30:00,18,1110,0,209,0,2,drink,3500,212,144,5,27,26,12,30,30,1,30,22.9,0.0,0.585,main_stage,0,30,30,0,144,0,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T19:00:00,19,1140,0,179,0,2,drink,3500,212,114,4,30,27,11,0,0,1,30,22.1,0.03,0.576,main_stage,1,28,28,0,123,0,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,1
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T19:30:00,19,1170,0,149,0,2,drink,3500,212,86,7,28,30,8,30,0,1,30,22.4,0.0,0.563,main_stage,1,14,14,0,185,29,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,32,1
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T20:00:00,20,1200,0,119,0,2,drink,3500,212,72,0,14,28,6,0,0,1,30,20.9,0.0,0.357,after_stage,0,11,11,0,197,36,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T20:30:00,20,1230,0,89,0,2,drink,3500,212,61,1,11,14,6,30,0,1,30,22.4,0.0,0.355,after_stage,0,7,7,0,262,44,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,1
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T21:00:00,21,1260,0,59,0,2,drink,3500,212,54,0,7,11,3,30,30,1,30,20.9,0.01,0.238,normal,0,3,3,0,540,49,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,0
zerofest-synthetic-2026,1,B01,B01-M02,A,2026-05-20T21:30:00,21,1290,0,29,0,2,drink,3500,212,51,0,3,7,3,0,0,1,30,19.7,0.02,0.223,normal,0,11,11,0,140,42,0,40,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T16:00:00,16,960,0,359,0,3,drink,3500,212,212,0,0,0,0,0,0,0,0,21.7,0.56,0.238,normal,0,4,4,0,1590,173,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T16:30:00,16,990,0,329,0,3,drink,3500,212,208,0,4,0,3,0,0,0,0,21.1,0.66,0.205,normal,0,9,9,0,694,127,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,10,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T17:00:00,17,1020,0,299,0,3,drink,3500,212,199,3,9,4,3,0,0,0,0,20.2,0.45,0.4,pre_stage,0,20,20,0,299,35,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T17:30:00,17,1050,0,269,0,3,drink,3500,212,179,0,20,9,9,0,0,0,0,21.4,0.47,0.442,pre_stage,0,19,19,0,283,39,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,42,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T18:00:00,18,1080,0,239,0,3,drink,3500,212,160,3,19,20,8,0,0,0,0,21.9,0.79,0.623,main_stage,0,20,20,0,240,29,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,32,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T18:30:00,18,1110,0,209,0,3,drink,3500,212,140,5,20,19,10,0,0,0,0,20.3,0.52,0.544,main_stage,0,19,19,0,222,31,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T19:00:00,19,1140,0,179,0,3,drink,3500,212,121,10,19,20,7,0,0,0,0,19.6,0.51,0.499,main_stage,1,13,13,0,280,57,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,33,2
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T19:30:00,19,1170,0,149,0,3,drink,3500,212,108,0,13,19,5,0,0,0,0,19.8,0.56,0.524,main_stage,1,16,16,0,203,42,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T20:00:00,20,1200,0,119,0,3,drink,3500,212,92,2,16,13,7,0,0,0,0,20.2,0.47,0.298,after_stage,0,6,6,0,460,72,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,30,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T20:30:00,20,1230,0,89,0,3,drink,3500,212,86,0,6,16,2,0,0,0,0,19.2,0.43,0.381,after_stage,0,4,4,0,645,76,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,0
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T21:00:00,21,1260,0,59,0,3,drink,3500,212,82,2,4,6,3,0,0,0,0,18.0,0.63,0.209,normal,0,15,15,0,164,57,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,8,1
zerofest-synthetic-2026,2,B01,B01-M02,A,2026-05-21T21:30:00,21,1290,0,29,0,3,drink,3500,212,67,0,15,4,8,0,0,0,0,18.6,0.36,0.247,normal,0,4,4,0,503,64,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,10,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T16:00:00,16,960,0,359,0,4,drink,3500,212,211,1,1,0,1,0,0,1,10,19.7,0.01,0.208,normal,0,3,3,0,2110,181,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,2,2
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T16:30:00,16,990,0,329,0,4,drink,3500,212,208,1,3,1,2,0,0,1,10,20.0,0.01,0.279,normal,0,4,4,0,1560,172,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,9,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T17:00:00,17,1020,0,299,0,4,drink,3500,212,204,2,4,3,2,0,0,1,10,20.0,0.09,0.42,pre_stage,0,5,5,0,1224,163,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,5,1
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T17:30:00,17,1050,0,269,0,4,drink,3500,212,199,0,5,4,3,0,0,1,10,19.8,0.0,0.401,pre_stage,0,5,5,0,1194,162,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T18:00:00,18,1080,0,239,0,4,drink,3500,212,194,3,5,5,2,0,0,1,10,18.9,0.01,0.649,main_stage,0,20,20,0,291,63,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T18:30:00,18,1110,0,209,0,4,drink,3500,212,174,3,20,5,8,10,0,1,10,18.8,0.0,0.593,main_stage,0,13,13,0,402,99,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T19:00:00,19,1140,0,179,0,4,drink,3500,212,161,5,13,20,5,10,30,1,10,17.9,0.0,0.674,main_stage,1,9,9,0,537,117,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T19:30:00,19,1170,0,149,0,4,drink,3500,212,152,3,9,13,4,10,60,1,10,17.6,0.04,0.604,main_stage,1,15,15,0,304,91,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T20:00:00,20,1200,0,119,0,4,drink,3500,212,137,5,15,9,6,10,90,1,10,18.8,0.0,0.35,after_stage,0,9,9,0,457,107,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T20:30:00,20,1230,0,89,0,4,drink,3500,212,128,6,9,15,5,0,0,1,10,17.4,0.0,0.402,after_stage,0,17,17,0,226,86,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,1
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T21:00:00,21,1260,0,59,0,4,drink,3500,212,111,4,17,9,8,0,0,1,10,17.6,0.0,0.268,normal,0,9,9,0,370,96,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,1
zerofest-synthetic-2026,3,B01,B01-M02,A,2026-05-22T21:30:00,21,1290,0,29,0,4,drink,3500,212,102,0,9,17,4,0,0,1,10,17.3,0.05,0.198,normal,0,5,5,0,612,98,0,97,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T16:00:00,16,960,0,359,0,2,dessert,4500,122,122,0,0,0,0,0,0,0,0,23.2,0.02,0.266,normal,0,2,2,0,1830,102,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,0,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T16:30:00,16,990,0,329,0,2,dessert,4500,122,120,0,2,0,2,0,0,0,0,24.1,0.0,0.218,normal,0,0,0,0,12000,120,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T17:00:00,17,1020,0,299,0,2,dessert,4500,122,120,0,0,2,0,0,0,0,0,21.6,0.01,0.466,pre_stage,0,13,13,0,277,13,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,2
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T17:30:00,17,1050,0,269,0,2,dessert,4500,122,107,6,13,0,5,0,0,0,0,23.4,0.0,0.448,pre_stage,0,1,1,0,3210,100,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T18:00:00,18,1080,0,239,0,2,dessert,4500,122,106,1,1,13,1,0,0,0,0,22.2,0.0,0.584,main_stage,0,10,10,0,318,40,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,22,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T18:30:00,18,1110,0,209,0,2,dessert,4500,122,96,0,10,1,4,0,0,0,0,22.9,0.0,0.585,main_stage,0,3,3,0,960,79,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T19:00:00,19,1140,0,179,0,2,dessert,4500,122,93,0,3,10,1,0,0,0,0,22.1,0.03,0.576,main_stage,1,9,9,0,310,49,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,1
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T19:30:00,19,1170,0,149,0,2,dessert,4500,122,84,0,9,3,4,0,0,0,0,22.4,0.0,0.563,main_stage,1,15,15,0,168,23,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,32,1
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T20:00:00,20,1200,0,119,0,2,dessert,4500,122,69,0,15,9,5,0,0,0,0,20.9,0.0,0.357,after_stage,0,13,13,0,160,26,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T20:30:00,20,1230,0,89,0,2,dessert,4500,122,56,0,13,15,6,0,0,0,0,22.4,0.0,0.355,after_stage,0,6,6,0,280,41,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,23,1
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T21:00:00,21,1260,0,59,0,2,dessert,4500,122,50,0,6,13,3,0,0,0,0,20.9,0.01,0.238,normal,0,3,3,0,500,45,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,0
zerofest-synthetic-2026,1,B01,B01-M03,A,2026-05-20T21:30:00,21,1290,0,29,0,2,dessert,4500,122,47,3,3,6,1,0,0,0,0,19.7,0.02,0.223,normal,0,3,3,0,470,45,0,44,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,1
zerofest-synthetic-2026,2,B01,B01-M03,A,2026-05-21T16:00:00,16,960,0,359,0,3,dessert,4500,122,121,1,1,0,1,0,0,1,20,21.7,0.56,0.238,normal,0,12,12,0,303,3,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,2,B01,B01-M03,A,2026-05-21T16:30:00,16,990,0,329,0,3,dessert,4500,122,109,0,12,1,5,0,0,1,20,21.1,0.66,0.205,normal,0,2,2,0,1635,91,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,10,1
